標題,連結,作者,來源,日期
綠界科技*轉型「CashBack返多多」平台月底上線，下週舉行法說會,https://tw.stock.yahoo.com/news/%E7%B6%A0%E7%95%8C%E7%A7%91%E6%8A%80-%E8%BD%89%E5%9E%8B-cashback%E8%BF%94%E5%A4%9A%E5%A4%9A-%E5%B9%B3%E5%8F%B0%E6%9C%88%E5%BA%95%E4%B8%8A%E7%B7%9A-%E4%B8%8B%E9%80%B1%E8%88%89%E8%A1%8C%E6%B3%95%E8%AA%AA%E6%9C%83-031107145.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
《半導體》傳打入Google自研CPU 創意觸漲停,https://tw.stock.yahoo.com/news/%E5%8D%8A%E5%B0%8E%E9%AB%94-%E5%82%B3%E6%89%93%E5%85%A5google%E8%87%AA%E7%A0%94cpu-%E5%89%B5%E6%84%8F%E8%A7%B8%E6%BC%B2%E5%81%9C-025023886.html,無作者（外部媒體）,未知來源,2025-11-24 10:50
《國際社會》談AI、談川普 教宗給出建言,https://tw.stock.yahoo.com/news/%E5%9C%8B%E9%9A%9B%E7%A4%BE%E6%9C%83-%E8%AB%87ai-%E8%AB%87%E5%B7%9D%E6%99%AE-%E6%95%99%E5%AE%97%E7%B5%A6%E5%87%BA%E5%BB%BA%E8%A8%80-024833320.html,無作者（外部媒體）,未知來源,2025-11-24 10:48
《HKEX台股期貨》11:00，11月台股指數期貨漲8點，為1151.7點,https://tw.stock.yahoo.com/news/hkex%E5%8F%B0%E8%82%A1%E6%9C%9F%E8%B2%A8-11-00-11%E6%9C%88%E5%8F%B0%E8%82%A1%E6%8C%87%E6%95%B8%E6%9C%9F%E8%B2%A8%E6%BC%B28%E9%BB%9E-%E7%82%BA1151-030249179.html,無作者（外部媒體）,未知來源,2025-11-24 11:02
國產仁德廠搶食南科四期高科技S廊帶建設商機,https://tw.stock.yahoo.com/news/%E5%9C%8B%E7%94%A2%E4%BB%81%E5%BE%B7%E5%BB%A0%E6%90%B6%E9%A3%9F%E5%8D%97%E7%A7%91%E5%9B%9B%E6%9C%9F%E9%AB%98%E7%A7%91%E6%8A%80s%E5%BB%8A%E5%B8%B6%E5%BB%BA%E8%A8%AD%E5%95%86%E6%A9%9F-030553234.html,無作者（外部媒體）,未知來源,2025-11-24 11:05
焦點股：新紡資產活化、紡織本業成長，股價量增走高,https://tw.stock.yahoo.com/news/%E7%84%A6%E9%BB%9E%E8%82%A1-%E6%96%B0%E7%B4%A1%E8%B3%87%E7%94%A2%E6%B4%BB%E5%8C%96-%E7%B4%A1%E7%B9%94%E6%9C%AC%E6%A5%AD%E6%88%90%E9%95%B7-%E8%82%A1%E5%83%B9%E9%87%8F%E5%A2%9E%E8%B5%B0%E9%AB%98-025308116.html,無作者（外部媒體）,未知來源,2025-11-24 10:53
央廣內鬼駭官網換五星旗案偵結　2內鬼1廠商起訴！建請法案從重量刑,https://tw.news.yahoo.com/%E5%A4%AE%E5%BB%A3%E5%85%A7%E9%AC%BC%E9%A7%AD%E5%AE%98%E7%B6%B2%E6%8F%9B%E4%BA%94%E6%98%9F%E6%97%97%E6%A1%88%E5%81%B5%E7%B5%90-2%E5%85%A7%E9%AC%BC1%E5%BB%A0%E5%95%86%E8%B5%B7%E8%A8%B4-%E5%BB%BA%E8%AB%8B%E6%B3%95%E6%A1%88%E5%BE%9E%E9%87%8D%E9%87%8F%E5%88%91-023500452.html,無作者（外部媒體）,未知來源,2025-11-24 10:35
《大陸產業》華為聯手3大學開源「Flex：ai」破解AI算力資源浪費難題,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E7%94%A2%E6%A5%AD-%E8%8F%AF%E7%82%BA%E8%81%AF%E6%89%8B3%E5%A4%A7%E5%AD%B8%E9%96%8B%E6%BA%90-flex-ai-%E7%A0%B4%E8%A7%A3ai%E7%AE%97%E5%8A%9B%E8%B3%87%E6%BA%90%E6%B5%AA%E8%B2%BB%E9%9B%A3%E9%A1%8C-025856711.html,無作者（外部媒體）,未知來源,2025-11-24 10:58
Gogolook防詐技術納入鴻海生態系，協助推動智慧城市解決方案,https://tw.stock.yahoo.com/news/gogolook%E9%98%B2%E8%A9%90%E6%8A%80%E8%A1%93%E7%B4%8D%E5%85%A5%E9%B4%BB%E6%B5%B7%E7%94%9F%E6%85%8B%E7%B3%BB-%E5%8D%94%E5%8A%A9%E6%8E%A8%E5%8B%95%E6%99%BA%E6%85%A7%E5%9F%8E%E5%B8%82%E8%A7%A3%E6%B1%BA%E6%96%B9%E6%A1%88-031020515.html,無作者（外部媒體）,未知來源,2025-11-24 11:10
《造紙股》Q3績優＋資產活化題材 士紙放量走揚,https://tw.stock.yahoo.com/news/%E9%80%A0%E7%B4%99%E8%82%A1-q3%E7%B8%BE%E5%84%AA-%E8%B3%87%E7%94%A2%E6%B4%BB%E5%8C%96%E9%A1%8C%E6%9D%90-%E5%A3%AB%E7%B4%99%E6%94%BE%E9%87%8F%E8%B5%B0%E6%8F%9A-031115013.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
雙載騎士疑擦撞單車 雙方路口爆口角衝突,https://tw.news.yahoo.com/%E9%9B%99%E8%BC%89%E9%A8%8E%E5%A3%AB%E7%96%91%E6%93%A6%E6%92%9E%E5%96%AE%E8%BB%8A-%E9%9B%99%E6%96%B9%E8%B7%AF%E5%8F%A3%E7%88%86%E5%8F%A3%E8%A7%92%E8%A1%9D%E7%AA%81-023600638.html,無作者（外部媒體）,未知來源,2025-11-24 10:36
綠界科技*轉型「CashBack返多多」平台月底上線，下週舉行法說會,https://tw.stock.yahoo.com/news/%E7%B6%A0%E7%95%8C%E7%A7%91%E6%8A%80-%E8%BD%89%E5%9E%8B-cashback%E8%BF%94%E5%A4%9A%E5%A4%9A-%E5%B9%B3%E5%8F%B0%E6%9C%88%E5%BA%95%E4%B8%8A%E7%B7%9A-%E4%B8%8B%E9%80%B1%E8%88%89%E8%A1%8C%E6%B3%95%E8%AA%AA%E6%9C%83-031107145.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
《商情》11/24黃金亞洲電子盤下跌,https://tw.stock.yahoo.com/news/%E5%95%86%E6%83%85-11-24%E9%BB%83%E9%87%91%E4%BA%9E%E6%B4%B2%E9%9B%BB%E5%AD%90%E7%9B%A4%E4%B8%8B%E8%B7%8C-031128825.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
《大陸社會》陸多地民兵啟動實戰化軍事訓練 模擬物資轉運、搶修搶建,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E7%A4%BE%E6%9C%83-%E9%99%B8%E5%A4%9A%E5%9C%B0%E6%B0%91%E5%85%B5%E5%95%9F%E5%8B%95%E5%AF%A6%E6%88%B0%E5%8C%96%E8%BB%8D%E4%BA%8B%E8%A8%93%E7%B7%B4-%E6%A8%A1%E6%93%AC%E7%89%A9%E8%B3%87%E8%BD%89%E9%81%8B-%E6%90%B6%E4%BF%AE%E6%90%B6%E5%BB%BA-030100158.html,無作者（外部媒體）,未知來源,2025-11-24 11:01
快訊／高雄獨居男自宅成水上腐屍！遺體疑遭14犬隻啃咬　現場臭氣沖天,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E9%AB%98%E9%9B%84%E7%8D%A8%E5%B1%85%E7%94%B7%E8%87%AA%E5%AE%85%E6%88%90%E6%B0%B4%E4%B8%8A%E8%85%90%E5%B1%8D-%E9%81%BA%E9%AB%94%E7%96%91%E9%81%AD10%E7%8A%AC%E9%9A%BB%E5%95%83%E5%92%AC-%E7%8F%BE%E5%A0%B4%E8%87%AD%E6%B0%A3%E6%B2%96%E5%A4%A9-015000751.html,無作者（外部媒體）,未知來源,2025-11-24 10:48
焦點股：智邦受惠AI高速傳輸需求，股價力守五日線,https://tw.stock.yahoo.com/news/%E7%84%A6%E9%BB%9E%E8%82%A1-%E6%99%BA%E9%82%A6%E5%8F%97%E6%83%A0ai%E9%AB%98%E9%80%9F%E5%82%B3%E8%BC%B8%E9%9C%80%E6%B1%82-%E8%82%A1%E5%83%B9%E5%8A%9B%E5%AE%88%E4%BA%94%E6%97%A5%E7%B7%9A-032040779.html,無作者（外部媒體）,未知來源,2025-11-24 11:20
《國際產業》韓盼與台合作 爭取優惠輸美半導體關稅,https://tw.stock.yahoo.com/news/%E5%9C%8B%E9%9A%9B%E7%94%A2%E6%A5%AD-%E9%9F%93%E7%9B%BC%E8%88%87%E5%8F%B0%E5%90%88%E4%BD%9C-%E7%88%AD%E5%8F%96%E5%84%AA%E6%83%A0%E8%BC%B8%E7%BE%8E%E5%8D%8A%E5%B0%8E%E9%AB%94%E9%97%9C%E7%A8%85-031412285.html,無作者（外部媒體）,未知來源,2025-11-24 11:14
知名溫泉會館又爆黑料！違建39次、逃漏稅到偷拍風波...爆料者怒：檢舉多年毫無改善,https://tw.news.yahoo.com/%E7%9F%A5%E5%90%8D%E6%BA%AB%E6%B3%89%E6%9C%83%E9%A4%A8%E5%8F%88%E7%88%86%E9%BB%91%E6%96%99-%E9%81%95%E5%BB%BA39%E6%AC%A1-%E9%80%83%E6%BC%8F%E7%A8%85%E5%88%B0%E5%81%B7%E6%8B%8D%E9%A2%A8%E6%B3%A2-%E7%88%86%E6%96%99%E8%80%85%E6%80%92-%E6%AA%A2%E8%88%89%E5%A4%9A%E5%B9%B4%E6%AF%AB%E7%84%A1%E6%94%B9%E5%96%84-024900735.html,無作者（外部媒體）,未知來源,2025-11-24 10:49
男登加里山腳踝脫臼　消防員接力8小時搬運下山 (圖),https://tw.news.yahoo.com/%E7%94%B7%E7%99%BB%E5%8A%A0%E9%87%8C%E5%B1%B1%E8%85%B3%E8%B8%9D%E8%84%AB%E8%87%BC-%E6%B6%88%E9%98%B2%E5%93%A1%E6%8E%A5%E5%8A%9B8%E5%B0%8F%E6%99%82%E6%90%AC%E9%81%8B%E4%B8%8B%E5%B1%B1-%E5%9C%96-024121044.html,無作者（外部媒體）,未知來源,2025-11-24 10:41
基隆社區傳槍響！40歲男反鎖廁所「開10多發子彈」傷重不治,https://tw.news.yahoo.com/%E5%9F%BA%E9%9A%86%E7%A4%BE%E5%8D%80%E5%82%B3%E6%A7%8D%E9%9F%BF-40%E6%AD%B2%E7%94%B7%E5%8F%8D%E9%8E%96%E5%BB%81%E6%89%80-%E9%96%8B10%E5%A4%9A%E7%99%BC%E5%AD%90%E5%BD%88-%E5%82%B7%E9%87%8D%E4%B8%8D%E6%B2%BB-024707905.html,無作者（外部媒體）,未知來源,2025-11-24 10:47
男登加里山腳踝脫臼　21消防員接力8小時漏夜搬下山,https://tw.news.yahoo.com/%E7%94%B7%E7%99%BB%E5%8A%A0%E9%87%8C%E5%B1%B1%E8%85%B3%E8%B8%9D%E8%84%AB%E8%87%BC-21%E6%B6%88%E9%98%B2%E5%93%A1%E6%8E%A5%E5%8A%9B8%E5%B0%8F%E6%99%82%E6%BC%8F%E5%A4%9C%E6%90%AC%E4%B8%8B%E5%B1%B1-023915160.html,無作者（外部媒體）,未知來源,2025-11-24 10:39
攜4片豬肉草仔粿入境挨罰20萬　新北分署助義務人順利清償,https://tw.news.yahoo.com/%E6%94%9C4%E7%89%87%E8%B1%AC%E8%82%89%E8%8D%89%E4%BB%94%E7%B2%BF%E5%85%A5%E5%A2%83%E6%8C%A8%E7%BD%B020%E8%90%AC-%E6%96%B0%E5%8C%97%E5%88%86%E7%BD%B2%E5%8A%A9%E7%BE%A9%E5%8B%99%E4%BA%BA%E9%A0%86%E5%88%A9%E6%B8%85%E5%84%9F-023927388.html,無作者（外部媒體）,未知來源,2025-11-24 10:39
《匯市》美元指數堅守100高檔 新台幣續貶至近7個月低,https://tw.stock.yahoo.com/news/%E5%8C%AF%E5%B8%82-%E7%BE%8E%E5%85%83%E6%8C%87%E6%95%B8%E5%A0%85%E5%AE%88100%E9%AB%98%E6%AA%94-%E6%96%B0%E5%8F%B0%E5%B9%A3%E7%BA%8C%E8%B2%B6%E8%87%B3%E8%BF%917%E5%80%8B%E6%9C%88%E4%BD%8E-030625094.html,無作者（外部媒體）,未知來源,2025-11-24 11:06
台中街頭上演「實境抓捕」移工見警闖紅燈跳車逃　民眾變活體GPS助警,https://tw.news.yahoo.com/%E5%8F%B0%E4%B8%AD%E8%A1%97%E9%A0%AD%E4%B8%8A%E6%BC%94-%E5%AF%A6%E5%A2%83%E6%8A%93%E6%8D%95-%E7%A7%BB%E5%B7%A5%E8%A6%8B%E8%AD%A6%E9%97%96%E7%B4%85%E7%87%88%E8%B7%B3%E8%BB%8A%E9%80%83-%E6%B0%91%E7%9C%BE%E8%AE%8A%E6%B4%BB%E9%AB%94gps%E5%8A%A9%E8%AD%A6-024900141.html,無作者（外部媒體）,未知來源,2025-11-24 10:49
入侵央廣官網掛五星旗 吳姓工程師遭起訴求刑3年,https://tw.news.yahoo.com/%E5%85%A5%E4%BE%B5%E5%A4%AE%E5%BB%A3%E5%AE%98%E7%B6%B2%E6%8E%9B%E4%BA%94%E6%98%9F%E6%97%97-%E5%90%B3%E5%A7%93%E5%B7%A5%E7%A8%8B%E5%B8%AB%E9%81%AD%E8%B5%B7%E8%A8%B4%E6%B1%82%E5%88%913%E5%B9%B4-024000073.html,無作者（外部媒體）,未知來源,2025-11-24 10:40
台大性騷案　教長：校方程序疏漏應依法改進,https://tw.news.yahoo.com/%E5%8F%B0%E5%A4%A7%E6%80%A7%E9%A8%B7%E6%A1%88-%E6%95%99%E9%95%B7-%E6%A0%A1%E6%96%B9%E7%A8%8B%E5%BA%8F%E7%96%8F%E6%BC%8F%E6%87%89%E4%BE%9D%E6%B3%95%E6%94%B9%E9%80%B2-024642985.html,無作者（外部媒體）,未知來源,2025-11-24 10:46
詐團出新招誆旅遊領團費！台中86歲翁遭「活人棺」詐騙…養老金差點不保,https://tw.news.yahoo.com/%E8%A9%90%E5%9C%98%E5%87%BA%E6%96%B0%E6%8B%9B%E8%AA%86%E6%97%85%E9%81%8A%E9%A0%98%E5%9C%98%E8%B2%BB-%E5%8F%B0%E4%B8%AD86%E6%AD%B2%E7%BF%81%E9%81%AD-%E6%B4%BB%E4%BA%BA%E6%A3%BA-%E8%A9%90%E9%A8%99-%E9%A4%8A%E8%80%81%E9%87%91%E5%B7%AE%E9%BB%9E%E4%B8%8D%E4%BF%9D-025400072.html,無作者（外部媒體）,未知來源,2025-11-24 10:54
婦被港籍男網友騙買房要求匯款38萬美金遭止…詐團拙劣手法曝,https://tw.news.yahoo.com/%E5%A9%A6%E8%A2%AB%E6%B8%AF%E7%B1%8D%E7%94%B7%E7%B6%B2%E5%8F%8B%E9%A8%99%E8%B2%B7%E6%88%BF%E8%A6%81%E6%B1%82%E5%8C%AF%E6%AC%BE38%E8%90%AC%E7%BE%8E%E9%87%91%E9%81%AD%E6%AD%A2-%E8%A9%90%E5%9C%98%E6%8B%99%E5%8A%A3%E6%89%8B%E6%B3%95%E6%9B%9D-025900268.html,無作者（外部媒體）,未知來源,2025-11-24 10:59
巨業公車撞死東海女大生調解破局  律師驚爆司機超時駕駛,https://tw.news.yahoo.com/%E5%B7%A8%E6%A5%AD%E5%85%AC%E8%BB%8A%E6%92%9E%E6%AD%BB%E6%9D%B1%E6%B5%B7%E5%A5%B3%E5%A4%A7%E7%94%9F%E8%AA%BF%E8%A7%A3%E7%A0%B4%E5%B1%80-%E5%BE%8B%E5%B8%AB%E9%A9%9A%E7%88%86%E5%8F%B8%E6%A9%9F%E8%B6%85%E6%99%82%E9%A7%95%E9%A7%9B-025532953.html,無作者（外部媒體）,未知來源,2025-11-24 10:55
星宇航空拒載遭求償31萬！法院「1原因」判留學生敗訴,https://tw.news.yahoo.com/%E6%98%9F%E5%AE%87%E8%88%AA%E7%A9%BA%E6%8B%92%E8%BC%89%E9%81%AD%E6%B1%82%E5%84%9F31%E8%90%AC-%E6%B3%95%E9%99%A2-1%E5%8E%9F%E5%9B%A0-%E5%88%A4%E7%95%99%E5%AD%B8%E7%94%9F%E6%95%97%E8%A8%B4-025846806.html,無作者（外部媒體）,未知來源,2025-11-24 10:58
最新／黑煙狂竄天際！汐止烤漆工廠祝融　2人送醫,https://tw.news.yahoo.com/%E6%9C%80%E6%96%B0-%E9%BB%91%E7%85%99%E7%8B%82%E7%AB%84%E5%A4%A9%E9%9A%9B-%E6%B1%90%E6%AD%A2%E7%83%A4%E6%BC%86%E5%B7%A5%E5%BB%A0%E7%A5%9D%E8%9E%8D-2%E4%BA%BA%E9%80%81%E9%86%AB-025724463.html,無作者（外部媒體）,未知來源,2025-11-24 11:08
悲慘孤獨死！高雄77歲翁陳屍透天厝　遺體浮腫遭愛犬啃咬,https://tw.news.yahoo.com/%E6%82%B2%E6%85%98%E5%AD%A4%E7%8D%A8%E6%AD%BB-%E9%AB%98%E9%9B%8477%E6%AD%B2%E7%BF%81%E9%99%B3%E5%B1%8D%E9%80%8F%E5%A4%A9%E5%8E%9D-%E9%81%BA%E9%AB%94%E6%B5%AE%E8%85%AB%E9%81%AD%E6%84%9B%E7%8A%AC%E5%95%83%E5%92%AC-022013726.html,無作者（外部媒體）,未知來源,2025-11-24 11:02
台北市26日零時起4小時　部分繳費暫停服務,https://tw.news.yahoo.com/%E5%8F%B0%E5%8C%97%E5%B8%8226%E6%97%A5%E9%9B%B6%E6%99%82%E8%B5%B74%E5%B0%8F%E6%99%82-%E9%83%A8%E5%88%86%E7%B9%B3%E8%B2%BB%E6%9A%AB%E5%81%9C%E6%9C%8D%E5%8B%99-025724714.html,無作者（外部媒體）,未知來源,2025-11-24 10:57
卓榮泰：沒有中央總預算寸步難行 找出審議可行之道,https://tw.news.yahoo.com/%E5%8D%93%E6%A6%AE%E6%B3%B0-%E6%B2%92%E6%9C%89%E4%B8%AD%E5%A4%AE%E7%B8%BD%E9%A0%90%E7%AE%97%E5%AF%B8%E6%AD%A5%E9%9B%A3%E8%A1%8C-%E6%89%BE%E5%87%BA%E5%AF%A9%E8%AD%B0%E5%8F%AF%E8%A1%8C%E4%B9%8B%E9%81%93-030128081.html,無作者（外部媒體）,未知來源,2025-11-24 11:01
快訊／汐止鐵皮工廠陷火海　濃煙竄天200坪全面燃燒　２人救出送醫,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E6%B1%90%E6%AD%A2%E9%90%B5%E7%9A%AE%E5%B7%A5%E5%BB%A0%E9%99%B7%E7%81%AB%E6%B5%B7-%E6%BF%83%E7%85%99%E7%AB%84%E5%A4%A9200%E5%9D%AA%E5%85%A8%E9%9D%A2%E7%87%83%E7%87%92-%E4%BA%BA%E6%95%91%E5%87%BA%E9%80%81%E9%86%AB-030200970.html,無作者（外部媒體）,未知來源,2025-11-24 11:02
新北幼兒公托量全國之冠　侯友宜表揚255位專業托育人員,https://tw.news.yahoo.com/%E6%96%B0%E5%8C%97%E5%B9%BC%E5%85%92%E5%85%AC%E6%89%98%E9%87%8F%E5%85%A8%E5%9C%8B%E4%B9%8B%E5%86%A0-%E4%BE%AF%E5%8F%8B%E5%AE%9C%E8%A1%A8%E6%8F%9A255%E4%BD%8D%E5%B0%88%E6%A5%AD%E6%89%98%E8%82%B2%E4%BA%BA%E5%93%A1-030355063.html,無作者（外部媒體）,未知來源,2025-11-24 11:03
綠界科技*轉型「CashBack返多多」平台月底上線，下週舉行法說會,https://tw.stock.yahoo.com/news/%E7%B6%A0%E7%95%8C%E7%A7%91%E6%8A%80-%E8%BD%89%E5%9E%8B-cashback%E8%BF%94%E5%A4%9A%E5%A4%9A-%E5%B9%B3%E5%8F%B0%E6%9C%88%E5%BA%95%E4%B8%8A%E7%B7%9A-%E4%B8%8B%E9%80%B1%E8%88%89%E8%A1%8C%E6%B3%95%E8%AA%AA%E6%9C%83-031107145.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
汐止200坪烤漆廠起火冒濃煙 兩工人疑遭嗆傷送醫救治,https://tw.news.yahoo.com/%E6%B1%90%E6%AD%A2200%E5%9D%AA%E7%83%A4%E6%BC%86%E5%BB%A0%E8%B5%B7%E7%81%AB%E5%86%92%E6%BF%83%E7%85%99-%E5%85%A9%E5%B7%A5%E4%BA%BA%E7%96%91%E9%81%AD%E5%97%86%E5%82%B7%E9%80%81%E9%86%AB%E6%95%91%E6%B2%BB-030523735.html,無作者（外部媒體）,未知來源,2025-11-24 11:05
影/汐止夢湖旁工廠大火竄黑煙　200坪燒毀、2男嗆傷,https://tw.news.yahoo.com/%E5%BD%B1-%E6%B1%90%E6%AD%A2%E5%A4%A2%E6%B9%96%E6%97%81%E5%B7%A5%E5%BB%A0%E5%A4%A7%E7%81%AB%E7%AB%84%E9%BB%91%E7%85%99-200%E5%9D%AA%E7%87%92%E6%AF%80-2%E7%94%B7%E5%97%86%E5%82%B7-031352774.html,無作者（外部媒體）,未知來源,2025-11-24 11:13
東海女大生被撞死調解破局！巨業司機超時上班「保險不賠」,https://tw.news.yahoo.com/%E6%9D%B1%E6%B5%B7%E5%A5%B3%E5%A4%A7%E7%94%9F%E8%A2%AB%E6%92%9E%E6%AD%BB%E8%AA%BF%E8%A7%A3%E7%A0%B4%E5%B1%80-%E5%B7%A8%E6%A5%AD%E5%8F%B8%E6%A9%9F%E8%B6%85%E6%99%82%E4%B8%8A%E7%8F%AD-%E4%BF%9D%E9%9A%AA%E4%B8%8D%E8%B3%A0-031100241.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
獨／知名連鎖咖啡商遭巴拿馬莊園主指控詐欺　歐客佬沒買咖啡卻偽造來源,https://tw.news.yahoo.com/%E7%8D%A8-%E7%9F%A5%E5%90%8D%E9%80%A3%E9%8E%96%E5%92%96%E5%95%A1%E5%95%86%E9%81%AD%E5%B7%B4%E6%8B%BF%E9%A6%AC%E8%8E%8A%E5%9C%92%E4%B8%BB%E6%8C%87%E6%8E%A7%E8%A9%90%E6%AC%BA-%E6%AD%90%E5%AE%A2%E4%BD%AC%E6%B2%92%E8%B2%B7%E5%92%96%E5%95%A1%E5%8D%BB%E5%81%BD%E9%80%A0%E4%BE%86%E6%BA%90-030904550.html,無作者（外部媒體）,未知來源,2025-11-24 11:09
醫師到你家！中醫到宅針灸助長者復能,https://tw.news.yahoo.com/%E9%86%AB%E5%B8%AB%E5%88%B0%E4%BD%A0%E5%AE%B6-%E4%B8%AD%E9%86%AB%E5%88%B0%E5%AE%85%E9%87%9D%E7%81%B8%E5%8A%A9%E9%95%B7%E8%80%85%E5%BE%A9%E8%83%BD-031100194.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
影／獨居婦逛彰化果菜市場返家迷途　彰警細心安撫護送長者回家,https://tw.news.yahoo.com/%E5%BD%B1-%E7%8D%A8%E5%B1%85%E5%A9%A6%E9%80%9B%E5%BD%B0%E5%8C%96%E6%9E%9C%E8%8F%9C%E5%B8%82%E5%A0%B4%E8%BF%94%E5%AE%B6%E8%BF%B7%E9%80%94-%E5%BD%B0%E8%AD%A6%E7%B4%B0%E5%BF%83%E5%AE%89%E6%92%AB%E8%AD%B7%E9%80%81%E9%95%B7%E8%80%85%E5%9B%9E%E5%AE%B6-031905854.html,無作者（外部媒體）,未知來源,2025-11-24 11:19
TWICE開唱掀熱潮 陳其邁：為高雄創造逾5億元觀光產值,https://tw.news.yahoo.com/twice%E9%96%8B%E5%94%B1%E6%8E%80%E7%86%B1%E6%BD%AE-%E9%99%B3%E5%85%B6%E9%82%81%EF%BC%9A%E7%82%BA%E9%AB%98%E9%9B%84%E5%89%B5%E9%80%A0%E9%80%BE5%E5%84%84%E5%85%83%E8%A7%80%E5%85%89%E7%94%A2%E5%80%BC-031621698.html,無作者（外部媒體）,未知來源,2025-11-24 11:17
你是天生胖？他憂有「肥胖基因」會胖一輩子　醫揭常見2迷思,https://tw.news.yahoo.com/%E4%BD%A0%E6%98%AF%E5%A4%A9%E7%94%9F%E8%83%96-%E4%BB%96%E6%86%82%E6%9C%89-%E8%82%A5%E8%83%96%E5%9F%BA%E5%9B%A0-%E6%9C%83%E8%83%96-%E8%BC%A9%E5%AD%90-031200940.html,無作者（外部媒體）,未知來源,2025-11-24 11:12
士林山藥小隊集結登場！黑白山藥對決、食農講堂一次看,https://tw.news.yahoo.com/%E5%A3%AB%E6%9E%97%E5%B1%B1%E8%97%A5%E5%B0%8F%E9%9A%8A%E9%9B%86%E7%B5%90%E7%99%BB%E5%A0%B4-%E9%BB%91%E7%99%BD%E5%B1%B1%E8%97%A5%E5%B0%8D%E6%B1%BA-%E9%A3%9F%E8%BE%B2%E8%AC%9B%E5%A0%82-%E6%AC%A1%E7%9C%8B-031313808.html,無作者（外部媒體）,未知來源,2025-11-24 11:13
東北季風今晚南下　北台轉濕涼,https://tw.news.yahoo.com/%E6%9D%B1%E5%8C%97%E5%AD%A3%E9%A2%A8%E4%BB%8A%E6%99%9A%E5%8D%97%E4%B8%8B-%E5%8C%97%E5%8F%B0%E8%BD%89%E6%BF%95%E6%B6%BC-031100194.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
東海女大生被撞死調解破局！巨業司機超時上班「保險不賠」,https://tw.news.yahoo.com/%E6%9D%B1%E6%B5%B7%E5%A5%B3%E5%A4%A7%E7%94%9F%E8%A2%AB%E6%92%9E%E6%AD%BB%E8%AA%BF%E8%A7%A3%E7%A0%B4%E5%B1%80-%E5%B7%A8%E6%A5%AD%E5%8F%B8%E6%A9%9F%E8%B6%85%E6%99%82%E4%B8%8A%E7%8F%AD-%E4%BF%9D%E9%9A%AA%E4%B8%8D%E8%B3%A0-031100241.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
真主黨總參謀長遭以軍空襲身亡！黎巴嫩怒批越線、籲國際加強制裁以色列,https://tw.news.yahoo.com/%E7%9C%9F%E4%B8%BB%E9%BB%A8%E7%B8%BD%E5%8F%83%E8%AC%80%E9%95%B7%E9%81%AD%E4%BB%A5%E8%BB%8D%E7%A9%BA%E8%A5%B2%E8%BA%AB%E4%BA%A1-%E9%BB%8E%E5%B7%B4%E5%AB%A9%E6%80%92%E6%89%B9%E8%B6%8A%E7%B7%9A-%E7%B1%B2%E5%9C%8B%E9%9A%9B%E5%8A%A0%E5%BC%B7%E5%88%B6%E8%A3%81%E4%BB%A5%E8%89%B2%E5%88%97-031300080.html,無作者（外部媒體）,未知來源,2025-11-24 11:13
重新「全糖」出發！723罷免傅崐萁失敗關店 花蓮台派咖啡店重磅回歸,https://tw.news.yahoo.com/%E9%87%8D%E6%96%B0-%E5%85%A8%E7%B3%96-%E5%87%BA%E7%99%BC-723%E7%BD%B7%E5%85%8D%E5%82%85%E5%B4%90%E8%90%81%E5%A4%B1%E6%95%97%E9%97%9C%E5%BA%97-%E8%8A%B1%E8%93%AE%E5%8F%B0%E6%B4%BE%E5%92%96%E5%95%A1%E5%BA%97%E9%87%8D%E7%A3%85%E5%9B%9E%E6%AD%B8-031300253.html,無作者（外部媒體）,未知來源,2025-11-24 11:13
淡水海纜登陸站防護演練　保二特勤隊將首度曝光,https://tw.news.yahoo.com/%E6%B7%A1%E6%B0%B4%E6%B5%B7%E7%BA%9C%E7%99%BB%E9%99%B8%E7%AB%99%E9%98%B2%E8%AD%B7%E6%BC%94%E7%B7%B4-%E4%BF%9D%E4%BA%8C%E7%89%B9%E5%8B%A4%E9%9A%8A%E5%B0%87%E9%A6%96%E5%BA%A6%E6%9B%9D%E5%85%89-031341374.html,無作者（外部媒體）,未知來源,2025-11-24 11:13
