標題,連結,作者,來源,日期
HVLP4銅箔明年下半恐供不應求，目前通過驗證業者僅三家，金居受益,https://tw.stock.yahoo.com/news/hvlp4%E9%8A%85%E7%AE%94%E6%98%8E%E5%B9%B4%E4%B8%8B%E5%8D%8A%E6%81%90%E4%BE%9B%E4%B8%8D%E6%87%89%E6%B1%82-%E7%9B%AE%E5%89%8D%E9%80%9A%E9%81%8E%E9%A9%97%E8%AD%89%E6%A5%AD%E8%80%85%E5%83%85%E4%B8%89%E5%AE%B6-%E9%87%91%E5%B1%85%E5%8F%97%E7%9B%8A-033524124.html,財訊快報,未知來源,2025-11-24 11:35
《興櫃股》影像SoC＋通訊模組雙引擎助攻！傑霖科技上櫃倒數,https://tw.stock.yahoo.com/news/%E8%88%88%E6%AB%83%E8%82%A1-%E5%BD%B1%E5%83%8Fsoc-%E9%80%9A%E8%A8%8A%E6%A8%A1%E7%B5%84%E9%9B%99%E5%BC%95%E6%93%8E%E5%8A%A9%E6%94%BB-%E5%82%91%E9%9C%96%E7%A7%91%E6%8A%80%E4%B8%8A%E6%AB%83%E5%80%92%E6%95%B8-033218989.html,時報資訊,未知來源,2025-11-24 11:32
《韓股》拚台韓組隊！晶片股帶動韓股大漲,https://tw.stock.yahoo.com/news/%E9%9F%93%E8%82%A1-%E6%8B%9A%E5%8F%B0%E9%9F%93%E7%B5%84%E9%9A%8A-%E6%99%B6%E7%89%87%E8%82%A1%E5%B8%B6%E5%8B%95%E9%9F%93%E8%82%A1%E5%A4%A7%E6%BC%B2-033424535.html,時報資訊,未知來源,2025-11-24 11:34
《大陸股市》三大指數震盪 軍工裝備、商業航天概念活躍,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E8%82%A1%E5%B8%82-%E4%B8%89%E5%A4%A7%E6%8C%87%E6%95%B8%E9%9C%87%E7%9B%AA-%E8%BB%8D%E5%B7%A5%E8%A3%9D%E5%82%99-%E5%95%86%E6%A5%AD%E8%88%AA%E5%A4%A9%E6%A6%82%E5%BF%B5%E6%B4%BB%E8%BA%8D-033729543.html,時報資訊,未知來源,2025-11-24 11:37
疫苗接種率雪崩式下滑，莫德納淪為標普「空頭最愛標的」,https://tw.stock.yahoo.com/news/%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE%E7%8E%87%E9%9B%AA%E5%B4%A9%E5%BC%8F%E4%B8%8B%E6%BB%91-%E8%8E%AB%E5%BE%B7%E7%B4%8D%E6%B7%AA%E7%82%BA%E6%A8%99%E6%99%AE-%E7%A9%BA%E9%A0%AD%E6%9C%80%E6%84%9B%E6%A8%99%E7%9A%84-033645190.html,財訊快報,未知來源,2025-11-24 11:36
《通網股》網通股王換人當！光聖超車智邦悄悄登基,https://tw.stock.yahoo.com/news/%E9%80%9A%E7%B6%B2%E8%82%A1-%E7%B6%B2%E9%80%9A%E8%82%A1%E7%8E%8B%E6%8F%9B%E4%BA%BA%E7%95%B6-%E5%85%89%E8%81%96%E8%B6%85%E8%BB%8A%E6%99%BA%E9%82%A6%E6%82%84%E6%82%84%E7%99%BB%E5%9F%BA-033925688.html,時報資訊,未知來源,2025-11-24 11:39
造謠全民安全指引　劉世芳：這種人是公主病,https://tw.news.yahoo.com/%E9%80%A0%E8%AC%A0%E5%85%A8%E6%B0%91%E5%AE%89%E5%85%A8%E6%8C%87%E5%BC%95-%E5%8A%89%E4%B8%96%E8%8A%B3-%E9%80%99%E7%A8%AE%E4%BA%BA%E6%98%AF%E5%85%AC%E4%B8%BB%E7%97%85-024513784.html,記者林怡昕／台北報導,未知來源,2025-11-24 11:41
台新新光金投信子公司完成合併，台新投信資產躋身前十大，挑戰兆元規模,https://tw.stock.yahoo.com/news/%E5%8F%B0%E6%96%B0%E6%96%B0%E5%85%89%E9%87%91%E6%8A%95%E4%BF%A1%E5%AD%90%E5%85%AC%E5%8F%B8%E5%AE%8C%E6%88%90%E5%90%88%E4%BD%B5-%E5%8F%B0%E6%96%B0%E6%8A%95%E4%BF%A1%E8%B3%87%E7%94%A2%E8%BA%8B%E8%BA%AB%E5%89%8D%E5%8D%81%E5%A4%A7-%E6%8C%91%E6%88%B0%E5%85%86%E5%85%83%E8%A6%8F%E6%A8%A1-034225453.html,財訊快報,未知來源,2025-11-24 11:42
《台北股市》專家抓下跌元凶曝最糟狀況 揭1檔扛得住,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E5%B0%88%E5%AE%B6%E6%8A%93%E4%B8%8B%E8%B7%8C%E5%85%83%E5%87%B6%E6%9B%9D%E6%9C%80%E7%B3%9F%E7%8B%80%E6%B3%81-%E6%8F%AD1%E6%AA%94%E6%89%9B%E5%BE%97%E4%BD%8F-034610328.html,時報資訊,未知來源,2025-11-24 11:46
77歲獨居翁倒臥透天厝身亡多日　部分遺體泡水中已開始腐爛,https://tw.news.yahoo.com/77%E6%AD%B2%E7%8D%A8%E5%B1%85%E7%BF%81%E5%80%92%E8%87%A5%E9%80%8F%E5%A4%A9%E5%8E%9D%E8%BA%AB%E4%BA%A1%E5%A4%9A%E6%97%A5-%E9%83%A8%E5%88%86%E9%81%BA%E9%AB%94%E6%B3%A1%E6%B0%B4%E4%B8%AD%E5%B7%B2%E9%96%8B%E5%A7%8B%E8%85%90%E7%88%9B-034152723.html,周刊王CTWANT |中國時報任義宇,未知來源,2025-11-24 11:41
《HKEX台股期貨》11:45，11月台股指數期貨漲4.3點，為1148點,https://tw.stock.yahoo.com/news/hkex%E5%8F%B0%E8%82%A1%E6%9C%9F%E8%B2%A8-11-45-11%E6%9C%88%E5%8F%B0%E8%82%A1%E6%8C%87%E6%95%B8%E6%9C%9F%E8%B2%A8%E6%BC%B24-3%E9%BB%9E-034748849.html,時報資訊,未知來源,2025-11-24 11:47
台新新光金投信子公司完成合併，台新投信資產躋身前十大，挑戰兆元規模,https://tw.stock.yahoo.com/news/%E5%8F%B0%E6%96%B0%E6%96%B0%E5%85%89%E9%87%91%E6%8A%95%E4%BF%A1%E5%AD%90%E5%85%AC%E5%8F%B8%E5%AE%8C%E6%88%90%E5%90%88%E4%BD%B5-%E5%8F%B0%E6%96%B0%E6%8A%95%E4%BF%A1%E8%B3%87%E7%94%A2%E8%BA%8B%E8%BA%AB%E5%89%8D%E5%8D%81%E5%A4%A7-%E6%8C%91%E6%88%B0%E5%85%86%E5%85%83%E8%A6%8F%E6%A8%A1-034225453.html,財訊快報,未知來源,2025-11-24 11:42
央廣官網遭換中國「五星旗」！北檢今起訴三人　「內鬼」吳姓工程師求刑3年,https://tw.news.yahoo.com/%E5%A4%AE%E5%BB%A3%E5%AE%98%E7%B6%B2%E9%81%AD%E6%8F%9B%E4%B8%AD%E5%9C%8B-%E4%BA%94%E6%98%9F%E6%97%97-%E5%8C%97%E6%AA%A2%E4%BB%8A%E8%B5%B7%E8%A8%B4%E4%B8%89%E4%BA%BA-%E5%85%A7%E9%AC%BC-%E5%90%B3%E5%A7%93%E5%B7%A5%E7%A8%8B%E5%B8%AB%E6%B1%82%E5%88%913%E5%B9%B4-020014989.html,民視新聞網,未知來源,2025-11-24 11:41
東海女大生遭輾斃調解破局！司機認超時駕駛「保險不賠」…林母：沒誠意,https://tw.news.yahoo.com/%E6%9D%B1%E6%B5%B7%E5%A5%B3%E5%A4%A7%E7%94%9F%E9%81%AD%E8%BC%BE%E6%96%83%E8%AA%BF%E8%A7%A3%E7%A0%B4%E5%B1%80-%E5%8F%B8%E6%A9%9F%E8%AA%8D%E8%B6%85%E6%99%82%E9%A7%95%E9%A7%9B-%E4%BF%9D%E9%9A%AA%E4%B8%8D%E8%B3%A0-%E6%9E%97%E6%AF%8D-%E6%B2%92%E8%AA%A0%E6%84%8F-034200608.html,三立新聞網,未知來源,2025-11-24 11:42
〈內容的盡頭，是改變——AI 時代新聞價值的重構〉,https://tw.news.yahoo.com/%E5%85%A7%E5%AE%B9%E7%9A%84%E7%9B%A1%E9%A0%AD-%E6%98%AF%E6%94%B9%E8%AE%8A-ai-%E6%99%82%E4%BB%A3%E6%96%B0%E8%81%9E%E5%83%B9%E5%80%BC%E7%9A%84%E9%87%8D%E6%A7%8B-034556434.html,鏡新聞,未知來源,2025-11-24 11:45
日本流感拉警報！醫示警「一事」是大流行前奏：出國前快打疫苗,https://tw.news.yahoo.com/%E6%97%A5%E6%9C%AC%E6%B5%81%E6%84%9F%E6%8B%89%E8%AD%A6%E5%A0%B1-%E9%86%AB%E7%A4%BA%E8%AD%A6-%E4%BA%8B-%E6%98%AF%E5%A4%A7%E6%B5%81%E8%A1%8C%E5%89%8D%E5%A5%8F-%E5%87%BA%E5%9C%8B%E5%89%8D%E5%BF%AB%E6%89%93%E7%96%AB%E8%8B%97-034600797.html,三立新聞網,未知來源,2025-11-24 11:46
《基金》不想錯過記憶體？3檔科技ETF半年飆7成,https://tw.stock.yahoo.com/news/%E5%9F%BA%E9%87%91-%E4%B8%8D%E6%83%B3%E9%8C%AF%E9%81%8E%E8%A8%98%E6%86%B6%E9%AB%94-3%E6%AA%94%E7%A7%91%E6%8A%80etf%E5%8D%8A%E5%B9%B4%E9%A3%867%E6%88%90-034608626.html,時報資訊,未知來源,2025-11-24 11:46
昔罷免傅崑萁失敗熄燈 花蓮咖啡店重磅回歸台南見客,https://tw.news.yahoo.com/%E6%98%94%E7%BD%B7%E5%85%8D%E5%82%85%E5%B4%91%E8%90%81%E5%A4%B1%E6%95%97%E7%86%84%E7%87%88-%E8%8A%B1%E8%93%AE%E5%92%96%E5%95%A1%E5%BA%97%E9%87%8D%E7%A3%85%E5%9B%9E%E6%AD%B8%E5%8F%B0%E5%8D%97%E8%A6%8B%E5%AE%A2-034354634.html,王姝琇,未知來源,2025-11-24 11:43
必和必拓再出手「搶親」英美資源，強勢攔胡泰克銅業聯姻,https://tw.stock.yahoo.com/news/%E5%BF%85%E5%92%8C%E5%BF%85%E6%8B%93%E5%86%8D%E5%87%BA%E6%89%8B-%E6%90%B6%E8%A6%AA-%E8%8B%B1%E7%BE%8E%E8%B3%87%E6%BA%90-%E5%BC%B7%E5%8B%A2%E6%94%94%E8%83%A1%E6%B3%B0%E5%85%8B%E9%8A%85%E6%A5%AD%E8%81%AF%E5%A7%BB-034903521.html,財訊快報,未知來源,2025-11-24 11:49
政院版財劃法無法源依據？鍾佳濱譏傅崐萁「好好回去重讀憲法」,https://tw.news.yahoo.com/%E6%94%BF%E9%99%A2%E7%89%88%E8%B2%A1%E5%8A%83%E6%B3%95%E7%84%A1%E6%B3%95%E6%BA%90%E4%BE%9D%E6%93%9A-%E9%8D%BE%E4%BD%B3%E6%BF%B1%E8%AD%8F%E5%82%85%E5%B4%90%E8%90%81-%E5%A5%BD%E5%A5%BD%E5%9B%9E%E5%8E%BB%E9%87%8D%E8%AE%80%E6%86%B2%E6%B3%95-024003266.html,民視新聞網,未知來源,2025-11-24 11:41
經典賽/吳念庭接受日媒訪問　點名兩大台灣強打,https://tw.sports.yahoo.com/news/%E7%B6%93%E5%85%B8%E8%B3%BD-%E5%90%B3%E5%BF%B5%E5%BA%AD%E6%8E%A5%E5%8F%97%E6%97%A5%E5%AA%92%E8%A8%AA%E5%95%8F-%E9%BB%9E%E5%90%8D%E5%85%A9%E5%A4%A7%E5%8F%B0%E7%81%A3%E5%BC%B7%E6%89%93-034351231.html,譚兆青,未知來源,2025-11-24 11:43
19歲妻3年連生3胎！牙醫炫耀文遭砲轟　婦科醫：滿滿的不適感,https://tw.news.yahoo.com/19%E6%AD%B2%E5%A6%BB3%E5%B9%B4%E9%80%A3%E7%94%9F3%E8%83%8E-%E7%89%99%E9%86%AB%E7%82%AB%E8%80%80%E6%96%87%E9%81%AD%E7%A0%B2%E8%BD%9F-%E5%A9%A6%E7%A7%91%E9%86%AB-%E6%BB%BF%E6%BB%BF%E7%9A%84%E4%B8%8D%E9%81%A9%E6%84%9F-034500812.html,三立新聞網,未知來源,2025-11-24 11:45
《台北股市》台股是假摔？老手點名4檔明年大飆客,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E5%8F%B0%E8%82%A1%E6%98%AF%E5%81%87%E6%91%94-%E8%80%81%E6%89%8B%E9%BB%9E%E5%90%8D4%E6%AA%94%E6%98%8E%E5%B9%B4%E5%A4%A7%E9%A3%86%E5%AE%A2-034612856.html,時報資訊,未知來源,2025-11-24 11:46
TWICE驚喜二安！　限定神曲TT嗨翻全場　3成員「揪吃火鍋」,https://tw.news.yahoo.com/twice%E9%A9%9A%E5%96%9C%E4%BA%8C%E5%AE%89-%E9%99%90%E5%AE%9A%E7%A5%9E%E6%9B%B2tt%E5%97%A8%E7%BF%BB%E5%85%A8%E5%A0%B4-3%E6%88%90%E5%93%A1-%E6%8F%AA%E5%90%83%E7%81%AB%E9%8D%8B-032745656.html,"盧品皓,趙立 張立陵",未知來源,2025-11-24 11:45
Baby Shark：90秒短片如何締造4億美元商業帝國和YouTube流量之王,https://tw.news.yahoo.com/baby-shark-90%E7%A7%92%E7%9F%AD%E7%89%87%E5%A6%82%E4%BD%95%E7%B7%A0%E9%80%A04%E5%84%84%E7%BE%8E%E5%85%83%E5%95%86%E6%A5%AD%E5%B8%9D%E5%9C%8B%E5%92%8Cyoutube%E6%B5%81%E9%87%8F%E4%B9%8B%E7%8E%8B-001347574.html,謝全恩 （Osmond Chia） - BBC商業記者 發自新加坡,未知來源,2025-11-24 11:47
災後兩個月愛不停歇 芥菜種會串聯全台 陪伴光復走重建路,https://tw.news.yahoo.com/%E7%81%BD%E5%BE%8C%E5%85%A9%E5%80%8B%E6%9C%88%E6%84%9B%E4%B8%8D%E5%81%9C%E6%AD%87-%E8%8A%A5%E8%8F%9C%E7%A8%AE%E6%9C%83%E4%B8%B2%E8%81%AF%E5%85%A8%E5%8F%B0-%E9%99%AA%E4%BC%B4%E5%85%89%E5%BE%A9%E8%B5%B0%E9%87%8D%E5%BB%BA%E8%B7%AF-034803793.html,Yahoo公益,未知來源,2025-11-24 11:48
必和必拓再出手「搶親」英美資源，強勢攔胡泰克銅業聯姻,https://tw.stock.yahoo.com/news/%E5%BF%85%E5%92%8C%E5%BF%85%E6%8B%93%E5%86%8D%E5%87%BA%E6%89%8B-%E6%90%B6%E8%A6%AA-%E8%8B%B1%E7%BE%8E%E8%B3%87%E6%BA%90-%E5%BC%B7%E5%8B%A2%E6%94%94%E8%83%A1%E6%B3%B0%E5%85%8B%E9%8A%85%E6%A5%AD%E8%81%AF%E5%A7%BB-034903521.html,財訊快報,未知來源,2025-11-24 11:49
歐洲首場新年嘉年華西班牙維哈內拉節！全村動員化妝舞會、新送舊迎新擊退惡靈帶來好兆頭～,https://tw.news.yahoo.com/%E6%AD%90%E6%B4%B2%E9%A6%96%E5%A0%B4%E6%96%B0%E5%B9%B4%E5%98%89%E5%B9%B4%E8%8F%AF%E8%A5%BF%E7%8F%AD%E7%89%99%E7%B6%AD%E5%93%88%E5%85%A7%E6%8B%89%E7%AF%80%EF%BC%81%E5%85%A8%E6%9D%91%E5%8B%95%E5%93%A1%E5%8C%96%E5%A6%9D%E8%88%9E%E6%9C%83%E3%80%81%E6%96%B0%E9%80%81%E8%88%8A%E8%BF%8E%E6%96%B0%E6%93%8A%E9%80%80%E6%83%A1%E9%9D%88%E5%B8%B6%E4%BE%86%E5%A5%BD%E5%85%86%E9%A0%AD%EF%BD%9E-034638461.html,Yahoo奇摩旅遊編輯部,未知來源,2025-11-24 11:46
無人機又燒起來！雷虎強勢攻頂「這檔軍工股」外資連五日敲進、狂飆近7%,https://tw.stock.yahoo.com/news/%E7%84%A1%E4%BA%BA%E6%A9%9F%E5%8F%88%E7%87%92%E8%B5%B7%E4%BE%86-%E9%9B%B7%E8%99%8E%E5%BC%B7%E5%8B%A2%E6%94%BB%E9%A0%82-%E9%80%99%E6%AA%94%E8%BB%8D%E5%B7%A5%E8%82%A1-%E5%A4%96%E8%B3%87%E9%80%A3%E4%BA%94%E6%97%A5%E6%95%B2%E9%80%B2-%E7%8B%82%E9%A3%86%E8%BF%917-035000371.html,FTNN新聞網,未知來源,2025-11-24 11:50
不甩AI泡沫，華爾街喊衝！標普500明年再漲15％，6大投資策略曝光,https://tw.news.yahoo.com/%E4%B8%8D%E7%94%A9ai%E6%B3%A1%E6%B2%AB-%E8%8F%AF%E7%88%BE%E8%A1%97%E5%96%8A%E8%A1%9D-%E6%A8%99%E6%99%AE500%E6%98%8E%E5%B9%B4%E5%86%8D%E6%BC%B215-6%E5%A4%A7%E6%8A%95%E8%B3%87%E7%AD%96%E7%95%A5%E6%9B%9D%E5%85%89-034911751.html,王貞懿 編譯,未知來源,2025-11-24 11:49
千問恐慌！阿里巴巴的AI野心如何撼動矽谷,https://tw.news.yahoo.com/%E5%8D%83%E5%95%8F%E6%81%90%E6%85%8C-%E9%98%BF%E9%87%8C%E5%B7%B4%E5%B7%B4%E7%9A%84ai%E9%87%8E%E5%BF%83%E5%A6%82%E4%BD%95%E6%92%BC%E5%8B%95%E7%9F%BD%E8%B0%B7-034911062.html,陳宜伶 編譯,未知來源,2025-11-24 11:49
櫃買指數大漲逾1.5%比大盤強！分析師：半年線黃金交叉撐反攻力道,https://tw.stock.yahoo.com/news/%E6%AB%83%E8%B2%B7%E6%8C%87%E6%95%B8%E5%A4%A7%E6%BC%B2%E9%80%BE15%E6%AF%94%E5%A4%A7%E7%9B%A4%E5%BC%B7%EF%BC%81%E5%88%86%E6%9E%90%E5%B8%AB%EF%BC%9A%E5%8D%8A%E5%B9%B4%E7%B7%9A%E9%BB%83%E9%87%91%E4%BA%A4%E5%8F%89%E6%92%90%E5%8F%8D%E6%94%BB%E5%8A%9B%E9%81%93-035035104.html,湯暖萱｜Yahoo財經特派記者,未知來源,2025-11-24 11:50
80Kg壯男攀苗栗「台版富士山」骨折　急派21警消、漏夜13小時救援,https://tw.news.yahoo.com/80kg%E5%A3%AF%E7%94%B7%E6%94%80%E8%8B%97%E6%A0%97-%E5%8F%B0%E7%89%88%E5%AF%8C%E5%A3%AB%E5%B1%B1-%E9%AA%A8%E6%8A%98-%E6%80%A5%E6%B4%BE21%E8%AD%A6%E6%B6%88-%E6%BC%8F%E5%A4%9C13%E5%B0%8F%E6%99%82%E6%95%91%E6%8F%B4-035000193.html,FTNN新聞網,未知來源,2025-11-24 11:50
TWICE吃遍台灣美食！子瑜返鄉開唱　媽媽與陶晶瑩豪華招待,https://tw.news.yahoo.com/twice%E5%90%83%E9%81%8D%E5%8F%B0%E7%81%A3%E7%BE%8E%E9%A3%9F-%E5%AD%90%E7%91%9C%E8%BF%94%E9%84%89%E9%96%8B%E5%94%B1-%E5%AA%BD%E5%AA%BD%E8%88%87%E9%99%B6%E6%99%B6%E7%91%A9%E8%B1%AA%E8%8F%AF%E6%8B%9B%E5%BE%85-035000920.html,FTNN新聞網,未知來源,2025-11-24 11:50
內鬼被抓了！央廣官網遭駭入掛五星旗　工程師等3人被求重刑,https://tw.news.yahoo.com/%E5%85%A7%E9%AC%BC%E8%A2%AB%E6%8A%93%E4%BA%86-%E5%A4%AE%E5%BB%A3%E5%AE%98%E7%B6%B2%E9%81%AD%E9%A7%AD%E5%85%A5%E6%8E%9B%E4%BA%94%E6%98%9F%E6%97%97-%E5%B7%A5%E7%A8%8B%E5%B8%AB%E7%AD%893%E4%BA%BA%E8%A2%AB%E6%B1%82%E9%87%8D%E5%88%91-035100603.html,FTNN新聞網,未知來源,2025-11-24 11:51
台中YouBike亂象頻傳　議員批借無車還無位成日常,https://tw.news.yahoo.com/%E5%8F%B0%E4%B8%ADyoubike%E4%BA%82%E8%B1%A1%E9%A0%BB%E5%82%B3-%E8%AD%B0%E5%93%A1%E6%89%B9%E5%80%9F%E7%84%A1%E8%BB%8A%E9%82%84%E7%84%A1%E4%BD%8D%E6%88%90%E6%97%A5%E5%B8%B8-035034598.html,記者孫詩蘋／台中報導,未知來源,2025-11-24 11:50
大咖全在台灣！世紀婚禮驚見梁朝偉夫婦　陣容不輸金馬獎,https://tw.news.yahoo.com/%E5%A4%A7%E5%92%96%E5%85%A8%E5%9C%A8%E5%8F%B0%E7%81%A3-%E4%B8%96%E7%B4%80%E5%A9%9A%E7%A6%AE%E9%A9%9A%E8%A6%8B%E6%A2%81%E6%9C%9D%E5%81%89%E5%A4%AB%E5%A9%A6-%E9%99%A3%E5%AE%B9%E4%B8%8D%E8%BC%B8%E9%87%91%E9%A6%AC%E7%8D%8E-035100954.html,FTNN新聞網,未知來源,2025-11-24 11:51
悲慘孤獨死！高雄77歲翁陳屍透天厝　遺體浮腫遭愛犬啃咬,https://tw.news.yahoo.com/%E6%82%B2%E6%85%98%E5%AD%A4%E7%8D%A8%E6%AD%BB-%E9%AB%98%E9%9B%8477%E6%AD%B2%E7%BF%81%E9%99%B3%E5%B1%8D%E9%80%8F%E5%A4%A9%E5%8E%9D-%E9%81%BA%E9%AB%94%E6%B5%AE%E8%85%AB%E9%81%AD%E6%84%9B%E7%8A%AC%E5%95%83%E5%92%AC-022013726.html,陳奕廷,未知來源,2025-11-24 11:02
新北汐止鐵皮工廠起火 2人吸入濃煙送醫 消防籲附近關門窗,https://tw.news.yahoo.com/%E6%96%B0%E5%8C%97%E6%B1%90%E6%AD%A2%E9%90%B5%E7%9A%AE%E5%B7%A5%E5%BB%A0%E8%B5%B7%E7%81%AB-2%E4%BA%BA%E5%90%B8%E5%85%A5%E6%BF%83%E7%85%99%E9%80%81%E9%86%AB-%E6%B6%88%E9%98%B2%E7%B1%B2%E9%99%84%E8%BF%91%E9%97%9C%E9%96%80%E7%AA%97-035358367.html,Yahoo奇摩（即時新聞）,未知來源,2025-11-24 11:55
《紅色警戒2》「尤里」男星烏多基爾逝世享壽81歲，小島秀夫《OD》將受影響,https://tw.news.yahoo.com/%E3%80%8A%E7%B4%85%E8%89%B2%E8%AD%A6%E6%88%922%E3%80%8B%E3%80%8C%E5%B0%A4%E9%87%8C%E3%80%8D%E7%94%B7%E6%98%9F%E7%83%8F%E5%A4%9A%E5%9F%BA%E7%88%BE%E9%80%9D%E4%B8%96%E4%BA%AB%E5%A3%BD81%E6%AD%B2%EF%BC%8C%E5%B0%8F%E5%B3%B6%E7%A7%80%E5%A4%AB%E3%80%8Aod%E3%80%8B%E5%B0%87%E5%8F%97%E5%BD%B1%E9%9F%BF-035256892.html,大摳,未知來源,2025-11-24 11:53
新北幼兒公托量全國之冠　侯友宜表揚255位專業托育人員,https://tw.news.yahoo.com/%E6%96%B0%E5%8C%97%E5%B9%BC%E5%85%92%E5%85%AC%E6%89%98%E9%87%8F%E5%85%A8%E5%9C%8B%E4%B9%8B%E5%86%A0-%E4%BE%AF%E5%8F%8B%E5%AE%9C%E8%A1%A8%E6%8F%9A255%E4%BD%8D%E5%B0%88%E6%A5%AD%E6%89%98%E8%82%B2%E4%BA%BA%E5%93%A1-030355063.html,唐 有為,未知來源,2025-11-24 11:03
汐止200坪烤漆廠起火冒濃煙 兩工人疑遭嗆傷送醫救治,https://tw.news.yahoo.com/%E6%B1%90%E6%AD%A2200%E5%9D%AA%E7%83%A4%E6%BC%86%E5%BB%A0%E8%B5%B7%E7%81%AB%E5%86%92%E6%BF%83%E7%85%99-%E5%85%A9%E5%B7%A5%E4%BA%BA%E7%96%91%E9%81%AD%E5%97%86%E5%82%B7%E9%80%81%E9%86%AB%E6%95%91%E6%B2%BB-030523735.html,吳昇儒,未知來源,2025-11-24 11:05
女嬰出生臀部帶「16公分大球」！罹罕見尾骶骨畸胎瘤10週長大4倍,https://tw.news.yahoo.com/%E5%A5%B3%E5%AC%B0%E5%87%BA%E7%94%9F%E8%87%80%E9%83%A8%E5%B8%B6-16%E5%85%AC%E5%88%86%E5%A4%A7%E7%90%83-%E7%BD%B9%E7%BD%95%E8%A6%8B%E5%B0%BE%E9%AA%B6%E9%AA%A8%E7%95%B8%E8%83%8E%E7%98%A410%E9%80%B1%E9%95%B7%E5%A4%A74%E5%80%8D-030700602.html,曹莉穎,未知來源,2025-11-24 11:07
帶「豬肉草仔粿」返台出事了！陸配挨罰20萬 急向同鄉借錢繳清,https://tw.news.yahoo.com/%E5%B8%B6-%E8%B1%AC%E8%82%89%E8%8D%89%E4%BB%94%E7%B2%BF-%E8%BF%94%E5%8F%B0%E5%87%BA%E4%BA%8B%E4%BA%86-%E9%99%B8%E9%85%8D%E6%8C%A8%E7%BD%B020%E8%90%AC-%E6%80%A5%E5%90%91%E5%90%8C%E9%84%89%E5%80%9F%E9%8C%A2%E7%B9%B3%E6%B8%85-030800759.html,記者 游承霖,未知來源,2025-11-24 11:08
味王爆千億遺產大戰 　關鍵股票「竟消失」！牽動味王、民視布局,https://tw.news.yahoo.com/%E5%91%B3%E7%8E%8B%E7%88%86%E5%8D%83%E5%84%84%E9%81%BA%E7%94%A2%E5%A4%A7%E6%88%B0-%E9%97%9C%E9%8D%B5%E8%82%A1%E7%A5%A8-%E7%AB%9F%E6%B6%88%E5%A4%B1-%E7%89%BD%E5%8B%95%E5%91%B3%E7%8E%8B-%E6%B0%91%E8%A6%96%E5%B8%83%E5%B1%80-030728020.html,駱肇樑,未知來源,2025-11-24 11:07
獨／知名連鎖咖啡商遭巴拿馬莊園主指控詐欺　歐客佬沒買咖啡卻偽造來源,https://tw.news.yahoo.com/%E7%8D%A8-%E7%9F%A5%E5%90%8D%E9%80%A3%E9%8E%96%E5%92%96%E5%95%A1%E5%95%86%E9%81%AD%E5%B7%B4%E6%8B%BF%E9%A6%AC%E8%8E%8A%E5%9C%92%E4%B8%BB%E6%8C%87%E6%8E%A7%E8%A9%90%E6%AC%BA-%E6%AD%90%E5%AE%A2%E4%BD%AC%E6%B2%92%E8%B2%B7%E5%92%96%E5%95%A1%E5%8D%BB%E5%81%BD%E9%80%A0%E4%BE%86%E6%BA%90-030904550.html,周刊王CTWANT |項程鎮,未知來源,2025-11-24 11:09
最新／黑煙狂竄天際！汐止烤漆工廠祝融　2人送醫,https://tw.news.yahoo.com/%E6%9C%80%E6%96%B0-%E9%BB%91%E7%85%99%E7%8B%82%E7%AB%84%E5%A4%A9%E9%9A%9B-%E6%B1%90%E6%AD%A2%E7%83%A4%E6%BC%86%E5%B7%A5%E5%BB%A0%E7%A5%9D%E8%9E%8D-2%E4%BA%BA%E9%80%81%E9%86%AB-025724463.html,民視新聞網,未知來源,2025-11-24 11:08
普發現金郵局臨櫃　新北上班族誤信假檢警財損百萬,https://tw.news.yahoo.com/%E6%99%AE%E7%99%BC%E7%8F%BE%E9%87%91%E9%83%B5%E5%B1%80%E8%87%A8%E6%AB%83-%E6%96%B0%E5%8C%97%E4%B8%8A%E7%8F%AD%E6%97%8F%E8%AA%A4%E4%BF%A1%E5%81%87%E6%AA%A2%E8%AD%A6%E8%B2%A1%E6%90%8D%E7%99%BE%E8%90%AC-030930710.html,The Central News Agency 中央通訊社,未知來源,2025-11-24 11:09
央廣前工程師不只駭進官網放中共國旗 還外洩原始程式碼,https://tw.news.yahoo.com/%E5%A4%AE%E5%BB%A3%E5%89%8D%E5%B7%A5%E7%A8%8B%E5%B8%AB%E4%B8%8D%E5%8F%AA%E9%A7%AD%E9%80%B2%E5%AE%98%E7%B6%B2%E6%94%BE%E4%B8%AD%E5%85%B1%E5%9C%8B%E6%97%97-%E9%82%84%E5%A4%96%E6%B4%A9%E5%8E%9F%E5%A7%8B%E7%A8%8B%E5%BC%8F%E7%A2%BC-031228623.html,王定傳,未知來源,2025-11-24 11:12
