標題,連結,作者,來源,日期
AI驅動，台積電未來五年12吋月產能增逾30萬片，競爭優勢延續至2030年,https://tw.stock.yahoo.com/news/ai%E9%A9%85%E5%8B%95-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E6%9C%AA%E4%BE%86%E4%BA%94%E5%B9%B412%E5%90%8B%E6%9C%88%E7%94%A2%E8%83%BD%E5%A2%9E%E9%80%BE30%E8%90%AC%E7%89%87-%E7%AB%B6%E7%88%AD%E5%84%AA%E5%8B%A2%E5%BB%B6%E7%BA%8C%E8%87%B32030%E5%B9%B4-033102109.html,無作者（外部媒體）,未知來源,2025-11-24 11:31
「2025 台中國際馬拉松」盛大起跑　35國跑者匯聚,https://tw.news.yahoo.com/2025-%E5%8F%B0%E4%B8%AD%E5%9C%8B%E9%9A%9B%E9%A6%AC%E6%8B%89%E6%9D%BE-%E7%9B%9B%E5%A4%A7%E8%B5%B7%E8%B7%91-35%E5%9C%8B%E8%B7%91%E8%80%85%E5%8C%AF%E8%81%9A-032740453.html,無作者（外部媒體）,未知來源,2025-11-24 11:27
麻省理工學院的天才博士生，造假AI論文被開除！一度騙倒諾貝爾經濟學獎得主，更擊潰了MIT內部的學術信任,https://tw.news.yahoo.com/%E9%BA%BB%E7%9C%81%E7%90%86%E5%B7%A5%E5%AD%B8%E9%99%A2%E7%9A%84%E5%A4%A9%E6%89%8D%E5%8D%9A%E5%A3%AB%E7%94%9F-%E9%80%A0%E5%81%87ai%E8%AB%96%E6%96%87%E8%A2%AB%E9%96%8B%E9%99%A4-%E5%BA%A6%E9%A8%99%E5%80%92%E8%AB%BE%E8%B2%9D%E7%88%BE%E7%B6%93%E6%BF%9F%E5%AD%B8%E7%8D%8E%E5%BE%97%E4%B8%BB-%E6%9B%B4%E6%93%8A%E6%BD%B0%E4%BA%86mit%E5%85%A7%E9%83%A8%E7%9A%84%E5%AD%B8%E8%A1%93%E4%BF%A1%E4%BB%BB-032747877.html,無作者（外部媒體）,未知來源,2025-11-24 11:27
TWICE驚喜二安！　限定神曲TT嗨翻全場　3成員「揪吃火鍋」,https://tw.news.yahoo.com/twice%E9%A9%9A%E5%96%9C%E4%BA%8C%E5%AE%89-%E9%99%90%E5%AE%9A%E7%A5%9E%E6%9B%B2tt%E5%97%A8%E7%BF%BB%E5%85%A8%E5%A0%B4-3%E6%88%90%E5%93%A1-%E6%8F%AA%E5%90%83%E7%81%AB%E9%8D%8B-032745656.html,無作者（外部媒體）,未知來源,2025-11-24 11:27
SOGO敦化館12/14結束營業　全面3折起出清,https://tw.news.yahoo.com/sogo%E6%95%A6%E5%8C%96%E9%A4%A812-14%E7%B5%90%E6%9D%9F%E7%87%9F%E6%A5%AD-%E5%85%A8%E9%9D%A23%E6%8A%98%E8%B5%B7%E5%87%BA%E6%B8%85-032542909.html,無作者（外部媒體）,未知來源,2025-11-24 11:25
高市與李強G20峰會「保持距離」　中國為「台灣有事」致函聯合國　日本政府斥責內容「毫無根據」,https://tw.news.yahoo.com/%E9%AB%98%E5%B8%82%E8%88%87%E6%9D%8E%E5%BC%B7g20%E5%B3%B0%E6%9C%83-%E4%BF%9D%E6%8C%81%E8%B7%9D%E9%9B%A2-%E4%B8%AD%E5%9C%8B%E7%82%BA-%E5%8F%B0%E7%81%A3%E6%9C%89%E4%BA%8B-%E8%87%B4%E5%87%BD%E8%81%AF%E5%90%88%E5%9C%8B-032534340.html,無作者（外部媒體）,未知來源,2025-11-24 11:25
高雄獨居老翁消失多日 家屬開門驚見遺體腐爛、10隻狗圍繞,https://tw.news.yahoo.com/%E9%AB%98%E9%9B%84%E7%8D%A8%E5%B1%85%E8%80%81%E7%BF%81%E6%B6%88%E5%A4%B1%E5%A4%9A%E6%97%A5-%E5%AE%B6%E5%B1%AC%E9%96%8B%E9%96%80%E9%A9%9A%E8%A6%8B%E9%81%BA%E9%AB%94%E8%85%90%E7%88%9B-10%E9%9A%BB%E7%8B%97%E5%9C%8D%E7%B9%9E-032657277.html,無作者（外部媒體）,未知來源,2025-11-24 11:26
AI影片造謠「低調來大陸」　王世堅提交流3原則不朝貢,https://tw.news.yahoo.com/ai%E5%BD%B1%E7%89%87%E9%80%A0%E8%AC%A0-%E4%BD%8E%E8%AA%BF%E4%BE%86%E5%A4%A7%E9%99%B8-%E7%8E%8B%E4%B8%96%E5%A0%85%E6%8F%90%E4%BA%A4%E6%B5%813%E5%8E%9F%E5%89%87%E4%B8%8D%E6%9C%9D%E8%B2%A2-033009838.html,無作者（外部媒體）,未知來源,2025-11-24 11:30
屏東九如推新品種「椰柿」　果農曝：有「哈」味,https://tw.news.yahoo.com/%E5%B1%8F%E6%9D%B1%E4%B9%9D%E5%A6%82%E6%8E%A8%E6%96%B0%E5%93%81%E7%A8%AE-%E6%A4%B0%E6%9F%BF-%E6%9E%9C%E8%BE%B2%E6%9B%9D-%E6%9C%89-%E5%93%88-033102483.html,無作者（外部媒體）,未知來源,2025-11-24 11:31
《我的英雄學院》動畫最終季封神！單集IMDb衝上9.9分創系列紀錄,https://tw.news.yahoo.com/%E3%80%8A%E6%88%91%E7%9A%84%E8%8B%B1%E9%9B%84%E5%AD%B8%E9%99%A2%E3%80%8B%E5%8B%95%E7%95%AB%E6%9C%80%E7%B5%82%E5%AD%A3%E5%B0%81%E7%A5%9E%EF%BC%81%E5%96%AE%E9%9B%86imdb%E8%A1%9D%E4%B8%8A99%E5%88%86%E5%89%B5%E7%B3%BB%E5%88%97%E7%B4%80%E9%8C%84-033400919.html,無作者（外部媒體）,未知來源,2025-11-24 11:35
醫美診所納評鑑   醫師公會帶頭反彈！批大費周章、造成不方便,https://tw.news.yahoo.com/%E9%86%AB%E7%BE%8E%E8%A8%BA%E6%89%80%E7%B4%8D%E8%A9%95%E9%91%91-%E9%86%AB%E5%B8%AB%E5%85%AC%E6%9C%83%E5%B8%B6%E9%A0%AD%E5%8F%8D%E5%BD%88-%E6%89%B9%E5%A4%A7%E8%B2%BB%E5%91%A8%E7%AB%A0-%E9%80%A0%E6%88%90%E4%B8%8D%E6%96%B9%E4%BE%BF-033402959.html,無作者（外部媒體）,未知來源,2025-11-24 11:34
快訊／高雄獨居男自宅成水上腐屍！遺體疑遭14犬隻啃咬　現場臭氣沖天,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E9%AB%98%E9%9B%84%E7%8D%A8%E5%B1%85%E7%94%B7%E8%87%AA%E5%AE%85%E6%88%90%E6%B0%B4%E4%B8%8A%E8%85%90%E5%B1%8D-%E9%81%BA%E9%AB%94%E7%96%91%E9%81%AD10%E7%8A%AC%E9%9A%BB%E5%95%83%E5%92%AC-%E7%8F%BE%E5%A0%B4%E8%87%AD%E6%B0%A3%E6%B2%96%E5%A4%A9-015000751.html,無作者（外部媒體）,未知來源,2025-11-24 10:48
台中街頭上演「實境抓捕」移工見警闖紅燈跳車逃　民眾變活體GPS助警,https://tw.news.yahoo.com/%E5%8F%B0%E4%B8%AD%E8%A1%97%E9%A0%AD%E4%B8%8A%E6%BC%94-%E5%AF%A6%E5%A2%83%E6%8A%93%E6%8D%95-%E7%A7%BB%E5%B7%A5%E8%A6%8B%E8%AD%A6%E9%97%96%E7%B4%85%E7%87%88%E8%B7%B3%E8%BB%8A%E9%80%83-%E6%B0%91%E7%9C%BE%E8%AE%8A%E6%B4%BB%E9%AB%94gps%E5%8A%A9%E8%AD%A6-024900141.html,無作者（外部媒體）,未知來源,2025-11-24 10:49
知名溫泉會館又爆黑料！違建39次、逃漏稅到偷拍風波...爆料者怒：檢舉多年毫無改善,https://tw.news.yahoo.com/%E7%9F%A5%E5%90%8D%E6%BA%AB%E6%B3%89%E6%9C%83%E9%A4%A8%E5%8F%88%E7%88%86%E9%BB%91%E6%96%99-%E9%81%95%E5%BB%BA39%E6%AC%A1-%E9%80%83%E6%BC%8F%E7%A8%85%E5%88%B0%E5%81%B7%E6%8B%8D%E9%A2%A8%E6%B3%A2-%E7%88%86%E6%96%99%E8%80%85%E6%80%92-%E6%AA%A2%E8%88%89%E5%A4%9A%E5%B9%B4%E6%AF%AB%E7%84%A1%E6%94%B9%E5%96%84-024900735.html,無作者（外部媒體）,未知來源,2025-11-24 10:49
巨業公車撞死東海女大生調解破局  律師驚爆司機超時駕駛,https://tw.news.yahoo.com/%E5%B7%A8%E6%A5%AD%E5%85%AC%E8%BB%8A%E6%92%9E%E6%AD%BB%E6%9D%B1%E6%B5%B7%E5%A5%B3%E5%A4%A7%E7%94%9F%E8%AA%BF%E8%A7%A3%E7%A0%B4%E5%B1%80-%E5%BE%8B%E5%B8%AB%E9%A9%9A%E7%88%86%E5%8F%B8%E6%A9%9F%E8%B6%85%E6%99%82%E9%A7%95%E9%A7%9B-025532953.html,無作者（外部媒體）,未知來源,2025-11-24 10:55
原本要嗨玩3P…男友突然反悔「47歲女暴怒揮拳」！閨蜜還原失控瞬間,https://tw.news.yahoo.com/%E5%8E%9F%E6%9C%AC%E8%A6%81%E5%97%A8%E7%8E%A93p-%E7%94%B7%E5%8F%8B%E7%AA%81%E7%84%B6%E5%8F%8D%E6%82%94-47%E6%AD%B2%E5%A5%B3%E6%9A%B4%E6%80%92%E6%8F%AE%E6%8B%B3-%E9%96%A8%E8%9C%9C%E9%82%84%E5%8E%9F%E5%A4%B1%E6%8E%A7%E7%9E%AC%E9%96%93-025100712.html,無作者（外部媒體）,未知來源,2025-11-24 10:51
詐團出新招誆旅遊領團費！台中86歲翁遭「活人棺」詐騙…養老金差點不保,https://tw.news.yahoo.com/%E8%A9%90%E5%9C%98%E5%87%BA%E6%96%B0%E6%8B%9B%E8%AA%86%E6%97%85%E9%81%8A%E9%A0%98%E5%9C%98%E8%B2%BB-%E5%8F%B0%E4%B8%AD86%E6%AD%B2%E7%BF%81%E9%81%AD-%E6%B4%BB%E4%BA%BA%E6%A3%BA-%E8%A9%90%E9%A8%99-%E9%A4%8A%E8%80%81%E9%87%91%E5%B7%AE%E9%BB%9E%E4%B8%8D%E4%BF%9D-025400072.html,無作者（外部媒體）,未知來源,2025-11-24 10:54
高齡婦1原因徘徊路旁 楊梅警暖心助她返家,https://tw.news.yahoo.com/%E9%AB%98%E9%BD%A1%E5%A9%A61%E5%8E%9F%E5%9B%A0%E5%BE%98%E5%BE%8A%E8%B7%AF%E6%97%81-%E6%A5%8A%E6%A2%85%E8%AD%A6%E6%9A%96%E5%BF%83%E5%8A%A9%E5%A5%B9%E8%BF%94%E5%AE%B6-025555362.html,無作者（外部媒體）,未知來源,2025-11-24 10:55
台北市26日零時起4小時　部分繳費暫停服務,https://tw.news.yahoo.com/%E5%8F%B0%E5%8C%97%E5%B8%8226%E6%97%A5%E9%9B%B6%E6%99%82%E8%B5%B74%E5%B0%8F%E6%99%82-%E9%83%A8%E5%88%86%E7%B9%B3%E8%B2%BB%E6%9A%AB%E5%81%9C%E6%9C%8D%E5%8B%99-025724714.html,無作者（外部媒體）,未知來源,2025-11-24 10:57
星宇航空拒載遭求償31萬！法院「1原因」判留學生敗訴,https://tw.news.yahoo.com/%E6%98%9F%E5%AE%87%E8%88%AA%E7%A9%BA%E6%8B%92%E8%BC%89%E9%81%AD%E6%B1%82%E5%84%9F31%E8%90%AC-%E6%B3%95%E9%99%A2-1%E5%8E%9F%E5%9B%A0-%E5%88%A4%E7%95%99%E5%AD%B8%E7%94%9F%E6%95%97%E8%A8%B4-025846806.html,無作者（外部媒體）,未知來源,2025-11-24 10:58
婦被港籍男網友騙買房要求匯款38萬美金遭止…詐團拙劣手法曝,https://tw.news.yahoo.com/%E5%A9%A6%E8%A2%AB%E6%B8%AF%E7%B1%8D%E7%94%B7%E7%B6%B2%E5%8F%8B%E9%A8%99%E8%B2%B7%E6%88%BF%E8%A6%81%E6%B1%82%E5%8C%AF%E6%AC%BE38%E8%90%AC%E7%BE%8E%E9%87%91%E9%81%AD%E6%AD%A2-%E8%A9%90%E5%9C%98%E6%8B%99%E5%8A%A3%E6%89%8B%E6%B3%95%E6%9B%9D-025900268.html,無作者（外部媒體）,未知來源,2025-11-24 10:59
卓榮泰：沒有中央總預算寸步難行 找出審議可行之道,https://tw.news.yahoo.com/%E5%8D%93%E6%A6%AE%E6%B3%B0-%E6%B2%92%E6%9C%89%E4%B8%AD%E5%A4%AE%E7%B8%BD%E9%A0%90%E7%AE%97%E5%AF%B8%E6%AD%A5%E9%9B%A3%E8%A1%8C-%E6%89%BE%E5%87%BA%E5%AF%A9%E8%AD%B0%E5%8F%AF%E8%A1%8C%E4%B9%8B%E9%81%93-030128081.html,無作者（外部媒體）,未知來源,2025-11-24 11:01
快訊／汐止鐵皮工廠陷火海　濃煙竄天200坪全面燃燒　２人救出送醫,https://tw.news.yahoo.com/%E5%BF%AB%E8%A8%8A-%E6%B1%90%E6%AD%A2%E9%90%B5%E7%9A%AE%E5%B7%A5%E5%BB%A0%E9%99%B7%E7%81%AB%E6%B5%B7-%E6%BF%83%E7%85%99%E7%AB%84%E5%A4%A9200%E5%9D%AA%E5%85%A8%E9%9D%A2%E7%87%83%E7%87%92-%E4%BA%BA%E6%95%91%E5%87%BA%E9%80%81%E9%86%AB-030200970.html,無作者（外部媒體）,未知來源,2025-11-24 11:02
女嬰出生臀部帶「16公分大球」！罹罕見尾骶骨畸胎瘤10週長大4倍,https://tw.news.yahoo.com/%E5%A5%B3%E5%AC%B0%E5%87%BA%E7%94%9F%E8%87%80%E9%83%A8%E5%B8%B6-16%E5%85%AC%E5%88%86%E5%A4%A7%E7%90%83-%E7%BD%B9%E7%BD%95%E8%A6%8B%E5%B0%BE%E9%AA%B6%E9%AA%A8%E7%95%B8%E8%83%8E%E7%98%A410%E9%80%B1%E9%95%B7%E5%A4%A74%E5%80%8D-030700602.html,無作者（外部媒體）,未知來源,2025-11-24 11:07
悲慘孤獨死！高雄77歲翁陳屍透天厝　遺體浮腫遭愛犬啃咬,https://tw.news.yahoo.com/%E6%82%B2%E6%85%98%E5%AD%A4%E7%8D%A8%E6%AD%BB-%E9%AB%98%E9%9B%8477%E6%AD%B2%E7%BF%81%E9%99%B3%E5%B1%8D%E9%80%8F%E5%A4%A9%E5%8E%9D-%E9%81%BA%E9%AB%94%E6%B5%AE%E8%85%AB%E9%81%AD%E6%84%9B%E7%8A%AC%E5%95%83%E5%92%AC-022013726.html,無作者（外部媒體）,未知來源,2025-11-24 11:02
汐止200坪烤漆廠起火冒濃煙 兩工人疑遭嗆傷送醫救治,https://tw.news.yahoo.com/%E6%B1%90%E6%AD%A2200%E5%9D%AA%E7%83%A4%E6%BC%86%E5%BB%A0%E8%B5%B7%E7%81%AB%E5%86%92%E6%BF%83%E7%85%99-%E5%85%A9%E5%B7%A5%E4%BA%BA%E7%96%91%E9%81%AD%E5%97%86%E5%82%B7%E9%80%81%E9%86%AB%E6%95%91%E6%B2%BB-030523735.html,無作者（外部媒體）,未知來源,2025-11-24 11:05
新北幼兒公托量全國之冠　侯友宜表揚255位專業托育人員,https://tw.news.yahoo.com/%E6%96%B0%E5%8C%97%E5%B9%BC%E5%85%92%E5%85%AC%E6%89%98%E9%87%8F%E5%85%A8%E5%9C%8B%E4%B9%8B%E5%86%A0-%E4%BE%AF%E5%8F%8B%E5%AE%9C%E8%A1%A8%E6%8F%9A255%E4%BD%8D%E5%B0%88%E6%A5%AD%E6%89%98%E8%82%B2%E4%BA%BA%E5%93%A1-030355063.html,無作者（外部媒體）,未知來源,2025-11-24 11:03
最新／黑煙狂竄天際！汐止烤漆工廠祝融　2人送醫,https://tw.news.yahoo.com/%E6%9C%80%E6%96%B0-%E9%BB%91%E7%85%99%E7%8B%82%E7%AB%84%E5%A4%A9%E9%9A%9B-%E6%B1%90%E6%AD%A2%E7%83%A4%E6%BC%86%E5%B7%A5%E5%BB%A0%E7%A5%9D%E8%9E%8D-2%E4%BA%BA%E9%80%81%E9%86%AB-025724463.html,無作者（外部媒體）,未知來源,2025-11-24 11:08
帶「豬肉草仔粿」返台出事了！陸配挨罰20萬 急向同鄉借錢繳清,https://tw.news.yahoo.com/%E5%B8%B6-%E8%B1%AC%E8%82%89%E8%8D%89%E4%BB%94%E7%B2%BF-%E8%BF%94%E5%8F%B0%E5%87%BA%E4%BA%8B%E4%BA%86-%E9%99%B8%E9%85%8D%E6%8C%A8%E7%BD%B020%E8%90%AC-%E6%80%A5%E5%90%91%E5%90%8C%E9%84%89%E5%80%9F%E9%8C%A2%E7%B9%B3%E6%B8%85-030800759.html,無作者（外部媒體）,未知來源,2025-11-24 11:08
獨／知名連鎖咖啡商遭巴拿馬莊園主指控詐欺　歐客佬沒買咖啡卻偽造來源,https://tw.news.yahoo.com/%E7%8D%A8-%E7%9F%A5%E5%90%8D%E9%80%A3%E9%8E%96%E5%92%96%E5%95%A1%E5%95%86%E9%81%AD%E5%B7%B4%E6%8B%BF%E9%A6%AC%E8%8E%8A%E5%9C%92%E4%B8%BB%E6%8C%87%E6%8E%A7%E8%A9%90%E6%AC%BA-%E6%AD%90%E5%AE%A2%E4%BD%AC%E6%B2%92%E8%B2%B7%E5%92%96%E5%95%A1%E5%8D%BB%E5%81%BD%E9%80%A0%E4%BE%86%E6%BA%90-030904550.html,無作者（外部媒體）,未知來源,2025-11-24 11:09
東海女大生被撞死調解破局！巨業司機超時上班「保險不賠」,https://tw.news.yahoo.com/%E6%9D%B1%E6%B5%B7%E5%A5%B3%E5%A4%A7%E7%94%9F%E8%A2%AB%E6%92%9E%E6%AD%BB%E8%AA%BF%E8%A7%A3%E7%A0%B4%E5%B1%80-%E5%B7%A8%E6%A5%AD%E5%8F%B8%E6%A9%9F%E8%B6%85%E6%99%82%E4%B8%8A%E7%8F%AD-%E4%BF%9D%E9%9A%AA%E4%B8%8D%E8%B3%A0-031100241.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
普發現金郵局臨櫃　新北上班族誤信假檢警財損百萬,https://tw.news.yahoo.com/%E6%99%AE%E7%99%BC%E7%8F%BE%E9%87%91%E9%83%B5%E5%B1%80%E8%87%A8%E6%AB%83-%E6%96%B0%E5%8C%97%E4%B8%8A%E7%8F%AD%E6%97%8F%E8%AA%A4%E4%BF%A1%E5%81%87%E6%AA%A2%E8%AD%A6%E8%B2%A1%E6%90%8D%E7%99%BE%E8%90%AC-030930710.html,無作者（外部媒體）,未知來源,2025-11-24 11:09
央廣前工程師不只駭進官網放中共國旗 還外洩原始程式碼,https://tw.news.yahoo.com/%E5%A4%AE%E5%BB%A3%E5%89%8D%E5%B7%A5%E7%A8%8B%E5%B8%AB%E4%B8%8D%E5%8F%AA%E9%A7%AD%E9%80%B2%E5%AE%98%E7%B6%B2%E6%94%BE%E4%B8%AD%E5%85%B1%E5%9C%8B%E6%97%97-%E9%82%84%E5%A4%96%E6%B4%A9%E5%8E%9F%E5%A7%8B%E7%A8%8B%E5%BC%8F%E7%A2%BC-031228623.html,無作者（外部媒體）,未知來源,2025-11-24 11:12
TWICE掀熱潮　陳其邁：為高雄創逾5億元觀光產值,https://tw.news.yahoo.com/twice%E6%8E%80%E7%86%B1%E6%BD%AE-%E9%99%B3%E5%85%B6%E9%82%81-%E7%82%BA%E9%AB%98%E9%9B%84%E5%89%B5%E9%80%BE5%E5%84%84%E5%85%83%E8%A7%80%E5%85%89%E7%94%A2%E5%80%BC-031135841.html,無作者（外部媒體）,未知來源,2025-11-24 11:11
全球海運市場迎「重大變革」　航商重組對台關鍵影響曝光,https://tw.stock.yahoo.com/news/%E5%85%A8%E7%90%83%E6%B5%B7%E9%81%8B%E5%B8%82%E5%A0%B4%E8%BF%8E-%E9%87%8D%E5%A4%A7%E8%AE%8A%E9%9D%A9-%E8%88%AA%E5%95%86%E9%87%8D%E7%B5%84%E5%B0%8D%E5%8F%B0%E9%97%9C%E9%8D%B5%E5%BD%B1%E9%9F%BF%E6%9B%9D%E5%85%89-025000102.html,無作者（外部媒體）,未知來源,2025-11-24 10:50
周休三日連署過關 老闆挫咧等？ 勞長洪申翰：不用過早假設,https://tw.stock.yahoo.com/news/%E5%91%A8%E4%BC%91%E4%B8%89%E6%97%A5%E9%80%A3%E7%BD%B2%E9%81%8E%E9%97%9C-%E8%80%81%E9%97%86%E6%8C%AB%E5%92%A7%E7%AD%89%EF%BC%9F-%E5%8B%9E%E9%95%B7%E6%B4%AA%E7%94%B3%E7%BF%B0%EF%BC%9A%E4%B8%8D%E7%94%A8%E9%81%8E%E6%97%A9%E5%81%87%E8%A8%AD-025212712.html,無作者（外部媒體）,未知來源,2025-11-24 10:52
焦點股：新紡資產活化、紡織本業成長，股價量增走高,https://tw.stock.yahoo.com/news/%E7%84%A6%E9%BB%9E%E8%82%A1-%E6%96%B0%E7%B4%A1%E8%B3%87%E7%94%A2%E6%B4%BB%E5%8C%96-%E7%B4%A1%E7%B9%94%E6%9C%AC%E6%A5%AD%E6%88%90%E9%95%B7-%E8%82%A1%E5%83%B9%E9%87%8F%E5%A2%9E%E8%B5%B0%E9%AB%98-025308116.html,無作者（外部媒體）,未知來源,2025-11-24 10:53
影/汐止夢湖旁工廠大火竄黑煙　200坪燒毀、2男嗆傷,https://tw.news.yahoo.com/%E5%BD%B1-%E6%B1%90%E6%AD%A2%E5%A4%A2%E6%B9%96%E6%97%81%E5%B7%A5%E5%BB%A0%E5%A4%A7%E7%81%AB%E7%AB%84%E9%BB%91%E7%85%99-200%E5%9D%AA%E7%87%92%E6%AF%80-2%E7%94%B7%E5%97%86%E5%82%B7-031352774.html,無作者（外部媒體）,未知來源,2025-11-24 11:13
雲林清溝大作戰清疏上千公里 導入智慧監測減災防疫,https://tw.news.yahoo.com/%E9%9B%B2%E6%9E%97%E6%B8%85%E6%BA%9D%E5%A4%A7%E4%BD%9C%E6%88%B0%E6%B8%85%E7%96%8F%E4%B8%8A%E5%8D%83%E5%85%AC%E9%87%8C-%E5%B0%8E%E5%85%A5%E6%99%BA%E6%85%A7%E7%9B%A3%E6%B8%AC%E6%B8%9B%E7%81%BD%E9%98%B2%E7%96%AB-031237081.html,無作者（外部媒體）,未知來源,2025-11-24 11:12
影／獨居婦逛彰化果菜市場返家迷途　彰警細心安撫護送長者回家,https://tw.news.yahoo.com/%E5%BD%B1-%E7%8D%A8%E5%B1%85%E5%A9%A6%E9%80%9B%E5%BD%B0%E5%8C%96%E6%9E%9C%E8%8F%9C%E5%B8%82%E5%A0%B4%E8%BF%94%E5%AE%B6%E8%BF%B7%E9%80%94-%E5%BD%B0%E8%AD%A6%E7%B4%B0%E5%BF%83%E5%AE%89%E6%92%AB%E8%AD%B7%E9%80%81%E9%95%B7%E8%80%85%E5%9B%9E%E5%AE%B6-031905854.html,無作者（外部媒體）,未知來源,2025-11-24 11:19
新莊副都心平均房價5年漲3成！專家：「有基之彈」,https://tw.stock.yahoo.com/news/%E6%96%B0%E8%8E%8A%E5%89%AF%E9%83%BD%E5%BF%83%E5%B9%B3%E5%9D%87%E6%88%BF%E5%83%B95%E5%B9%B4%E6%BC%B23%E6%88%90%EF%BC%81%E5%B0%88%E5%AE%B6%EF%BC%9A%E3%80%8C%E6%9C%89%E5%9F%BA%E4%B9%8B%E5%BD%88%E3%80%8D-025521723.html,無作者（外部媒體）,未知來源,2025-11-24 10:55
TWICE開唱掀熱潮 陳其邁：為高雄創造逾5億元觀光產值,https://tw.news.yahoo.com/twice%E9%96%8B%E5%94%B1%E6%8E%80%E7%86%B1%E6%BD%AE-%E9%99%B3%E5%85%B6%E9%82%81%EF%BC%9A%E7%82%BA%E9%AB%98%E9%9B%84%E5%89%B5%E9%80%A0%E9%80%BE5%E5%84%84%E5%85%83%E8%A7%80%E5%85%89%E7%94%A2%E5%80%BC-031621698.html,無作者（外部媒體）,未知來源,2025-11-24 11:17
高雄獨居老翁消失多日 家屬開門驚見遺體腐爛、10隻狗圍繞,https://tw.news.yahoo.com/%E9%AB%98%E9%9B%84%E7%8D%A8%E5%B1%85%E8%80%81%E7%BF%81%E6%B6%88%E5%A4%B1%E5%A4%9A%E6%97%A5-%E5%AE%B6%E5%B1%AC%E9%96%8B%E9%96%80%E9%A9%9A%E8%A6%8B%E9%81%BA%E9%AB%94%E8%85%90%E7%88%9B-10%E9%9A%BB%E7%8B%97%E5%9C%8D%E7%B9%9E-032657277.html,無作者（外部媒體）,未知來源,2025-11-24 11:26
單親母勒斃2子女辯「手段不兇殘」 判無期確定,https://tw.news.yahoo.com/%E5%96%AE%E8%A6%AA%E6%AF%8D%E5%8B%92%E6%96%832%E5%AD%90%E5%A5%B3%E8%BE%AF-%E6%89%8B%E6%AE%B5%E4%B8%8D%E5%85%87%E6%AE%98-%E5%88%A4%E7%84%A1%E6%9C%9F%E7%A2%BA%E5%AE%9A-032006201.html,無作者（外部媒體）,未知來源,2025-11-24 11:20
台大拒重審性平案、舍監留任 學生會籲：立即受理申復,https://tw.news.yahoo.com/%E5%8F%B0%E5%A4%A7%E6%8B%92%E9%87%8D%E5%AF%A9%E6%80%A7%E5%B9%B3%E6%A1%88-%E8%88%8D%E7%9B%A3%E7%95%99%E4%BB%BB-%E5%AD%B8%E7%94%9F%E6%9C%83%E7%B1%B2-%E7%AB%8B%E5%8D%B3%E5%8F%97%E7%90%86%E7%94%B3%E5%BE%A9-031755212.html,無作者（外部媒體）,未知來源,2025-11-24 11:17
殺不死的記憶體！華邦電狂飆4%「湧進15萬大量」大摩：漲價循環剛開始,https://tw.stock.yahoo.com/news/%E6%AE%BA%E4%B8%8D%E6%AD%BB%E7%9A%84%E8%A8%98%E6%86%B6%E9%AB%94-%E8%8F%AF%E9%82%A6%E9%9B%BB%E7%8B%82%E9%A3%864-%E6%B9%A7%E9%80%B215%E8%90%AC%E5%A4%A7%E9%87%8F-%E5%A4%A7%E6%91%A9-%E6%BC%B2%E5%83%B9%E5%BE%AA%E7%92%B0%E5%89%9B%E9%96%8B%E5%A7%8B-030200622.html,無作者（外部媒體）,未知來源,2025-11-24 11:02
韓中關係穩固！李在明會李強 喊話盼早日「訪京會習」,https://tw.stock.yahoo.com/news/%E9%9F%93%E4%B8%AD%E9%97%9C%E4%BF%82%E7%A9%A9%E5%9B%BA-%E6%9D%8E%E5%9C%A8%E6%98%8E%E6%9C%83%E6%9D%8E%E5%BC%B7-%E5%96%8A%E8%A9%B1%E7%9B%BC%E6%97%A9%E6%97%A5-%E8%A8%AA%E4%BA%AC%E6%9C%83%E7%BF%92-030058610.html,無作者（外部媒體）,未知來源,2025-11-24 11:00
首家子公司合併！吳東亮：台新投信躍升前十大挑戰兆元規模、拼三大目標,https://tw.news.yahoo.com/%E9%A6%96%E5%AE%B6%E5%AD%90%E5%85%AC%E5%8F%B8%E5%90%88%E4%BD%B5-%E5%90%B3%E6%9D%B1%E4%BA%AE-%E5%8F%B0%E6%96%B0%E6%8A%95%E4%BF%A1%E8%BA%8D%E5%8D%87%E5%89%8D%E5%8D%81%E5%A4%A7%E6%8C%91%E6%88%B0%E5%85%86%E5%85%83%E8%A6%8F%E6%A8%A1-%E6%8B%BC%E4%B8%89%E5%A4%A7%E7%9B%AE%E6%A8%99-025846765.html,無作者（外部媒體）,未知來源,2025-11-24 10:58
集保結算所歡慶36周年 不忘初心 砥礪前行,https://tw.stock.yahoo.com/news/%E9%9B%86%E4%BF%9D%E7%B5%90%E7%AE%97%E6%89%80%E6%AD%A1%E6%85%B636%E5%91%A8%E5%B9%B4-%E4%B8%8D%E5%BF%98%E5%88%9D%E5%BF%83-%E7%A0%A5%E7%A4%AA%E5%89%8D%E8%A1%8C-030231699.html,無作者（外部媒體）,未知來源,2025-11-24 11:02
